CustomerID,Name,Gender,Age,MaritalStatus,EmploymentStatus,AnnualIncome,CreditScore,City,State,ZipCode,JoinDate,PreferredContactMethod,CustomerSegment,RiskScore
CUS002944,Dr. Jack Mcdonald MD,F,55,Married,Student,113000.0,705,Tinamouth,Vermont,05061,2023-08-08,Phone,Standard,59.11
CUS002945,Jason Jackson,F,20,Married,Unemployed,121000.0,760,Christopherhaven,Louisiana,87544,2021-12-26,Email,Standard,27.24
CUS002946,Samantha Duran,M,82,Divorced,Employed,54000.0,646,South Matthewberg,Texas,46091,2021-06-14,Email,Standard,48.28
CUS002947,Sarah Butler,M,32,Single,Self-Employed,56000.0,559,Alexanderfurt,Texas,89514,2023-07-25,Email,Standard,73.99
CUS002948,Julie Howell,F,71,Single,Employed,55000.0,830,Lake Yvonneville,Indiana,03027,2022-11-20,Mail,Standard,29.5
CUS002949,Aaron Woods,M,24,Married,Self-Employed,44000.0,393,Lake Laurafort,New Hampshire,02530,2021-10-11,Email,Standard,30.73
CUS002950,Brandon Duncan,F,68,Married,Student,43000.0,460,Huffmanshire,North Carolina,89497,2020-05-28,Email,Basic,18.74
CUS002951,Eric Wright,M,65,Single,Employed,48000.0,770,Kimberlyfurt,Indiana,08620,2020-09-22,Email,Standard,35.9
CUS002952,Tyler Poole,F,83,Married,Employed,227000.0,450,South Jennifer,Mississippi,36579,2023-06-17,Mail,Basic,21.31
CUS002953,Joshua Bruce,M,54,Married,Employed,119000.0,404,Carlosberg,Alabama,08366,2021-07-22,Email,Standard,45.17
CUS002954,Tonya Haas,M,37,Divorced,Employed,104000.0,649,Lake Ashleystad,Minnesota,62018,2020-06-11,Email,Standard,90.12
CUS002955,Tamara Pierce,F,23,Divorced,Employed,35000.0,821,Hoffmanmouth,Tennessee,50010,2022-12-10,Phone,Standard,49.19
CUS002956,Joseph Johnson,F,33,Married,Retired,49000.0,757,Davisborough,New York,84661,2024-01-10,Email,Standard,88.68
CUS002957,Benjamin Castillo,F,64,Married,Employed,73000.0,636,Colechester,Massachusetts,97942,2023-11-01,Email,Standard,32.6
CUS002958,Karen Ryan,F,22,Married,Employed,58000.0,393,West Ricardo,Nebraska,96919,2024-01-18,Mail,Basic,70.39
CUS002959,Keith Brown,F,47,Married,Employed,38000.0,682,Patrickville,South Carolina,31959,2021-11-20,Email,Standard,50.87
CUS002960,Stephen Johnson,F,54,Married,Unemployed,46000.0,539,Lake Staceyside,New York,42417,2023-09-20,Email,Basic,90.25
CUS002961,Sarah Collins,F,43,Widowed,Employed,67000.0,323,Kelleyhaven,Wisconsin,67158,2024-10-13,Email,Standard,11.26
CUS002962,Heather Parrish,M,56,Married,Employed,67000.0,471,West Shannonhaven,North Dakota,73109,2020-03-09,Phone,Basic,22.53
CUS002963,Shannon Paul,F,57,Divorced,Employed,243000.0,564,North Joseph,Tennessee,68464,2021-06-05,Email,Standard,98.15
CUS002964,Justin Smith,M,22,Single,Self-Employed,36000.0,418,North Amber,Nebraska,08529,2023-02-18,Email,Premium,5.33
CUS002965,Abigail Davenport,M,61,Widowed,Employed,127000.0,302,Annastad,New Jersey,29041,2021-10-10,Phone,Premium,59.9
CUS002966,Belinda Juarez,F,44,Married,Employed,37000.0,437,New Teresaborough,Missouri,69120,2020-03-23,Phone,Standard,2.96
CUS002967,Tracy Williams,F,61,Married,Employed,41000.0,404,Melissachester,Illinois,71394,2022-12-22,Phone,Standard,87.88
CUS002968,Anita Lucas,M,35,Divorced,Employed,33000.0,483,West Jeffrey,Wisconsin,00870,2020-11-22,Phone,Standard,62.16
CUS002969,Christina Harris,F,71,Married,Student,136000.0,603,North Katelyn,Minnesota,51506,2023-01-30,Email,Basic,3.26
CUS002970,Vanessa Webb,M,73,Married,Employed,70000.0,475,North Patriciaside,Nebraska,19646,2020-02-11,Phone,Premium,68.57
CUS002971,Victoria Bean,M,42,Divorced,Unemployed,123000.0,329,Patriciafurt,Oregon,52251,2024-02-06,Mail,Premium,8.28
CUS002972,Lauren Powell,M,32,Single,Student,36000.0,423,Millsfurt,Kansas,49633,2021-01-26,Email,Standard,92.22
CUS002973,Katherine Mcgrath,F,62,Married,Employed,140000.0,550,South Joshua,Michigan,61680,2024-07-21,Email,Basic,79.69
CUS002974,David Burnett,M,65,Divorced,Retired,59000.0,656,Lake Robertton,Alaska,55212,2023-05-27,Phone,Standard,5.12
CUS002975,Joshua Ramirez,F,59,Single,Employed,38000.0,759,Dunnmouth,Arkansas,87819,2024-01-19,Mail,Premium,88.85
CUS002976,Laura Sharp,M,39,Single,Retired,37000.0,327,Jenniferchester,Minnesota,77334,2020-07-20,Phone,Standard,66.63
CUS002977,Angela Shepard,F,34,Divorced,Self-Employed,65000.0,736,Barkerbury,West Virginia,92019,2022-05-30,Mail,Standard,50.82
CUS002978,Jacqueline Jacobs,M,47,Single,Employed,77000.0,378,Williamtown,Illinois,67367,2021-02-08,Email,Premium,19.97
CUS002979,Shelley Carpenter,M,43,Single,Employed,76000.0,638,Perezshire,New Jersey,26660,2021-05-12,Mail,Standard,6.1
CUS002980,Benjamin Molina,F,82,Married,Employed,43000.0,388,Briannachester,Texas,53381,2020-09-14,Email,Standard,67.88
CUS002981,Maxwell Long,M,30,Married,Retired,70000.0,359,South Anthonyville,Kentucky,77659,2022-08-15,Email,Standard,93.14
CUS002982,Amy Pope,M,78,Single,Employed,66000.0,512,New Breannaburgh,New York,96849,2021-06-02,Email,Standard,70.13
CUS002983,Michael Parker,F,38,Single,Employed,80000.0,425,Rachelhaven,Massachusetts,26724,2024-07-18,Email,Standard,68.55
CUS002984,Julie Bush,F,73,Single,Employed,49000.0,690,South Matthew,Minnesota,76269,2022-02-10,Email,Standard,64.1
CUS002985,Shawn Berry,M,30,Single,Student,68000.0,602,New Jerryberg,New Jersey,27250,2020-06-17,Email,Basic,52.22
CUS002986,James Brown,F,41,Married,Employed,58000.0,547,Lopezmouth,Louisiana,50734,2020-09-24,Phone,Premium,42.53
CUS002987,Julie Durham,F,25,Married,Retired,33000.0,544,West Heatherfort,Alabama,43099,2021-01-19,Email,Basic,37.53
CUS002988,Kristin Henson,M,64,Single,Employed,242000.0,784,Cynthiaside,Missouri,14493,2021-01-16,Mail,Premium,58.8
CUS002989,Michael Sanford,M,44,Married,Employed,132000.0,819,West Rhonda,Kansas,72858,2021-03-03,Email,Basic,92.28
CUS002990,Kimberly Martin DVM,M,37,Married,Employed,96000.0,772,Louisfurt,Hawaii,45862,2022-11-23,Email,Standard,80.75
CUS002991,Brian Elliott,F,66,Divorced,Retired,176000.0,562,Floreshaven,Oregon,19532,2021-07-07,Mail,Premium,63.46
CUS002992,Kristina Lozano,M,65,Married,Employed,62000.0,658,New Ritamouth,Kentucky,54723,2022-03-29,Email,Standard,18.21
CUS002993,Calvin Larsen,F,67,Married,Employed,52000.0,648,New Donnashire,Kansas,67343,2024-01-16,Mail,Standard,88.53
CUS002994,Bonnie Garrett,F,70,Single,Employed,157000.0,479,Brianport,Washington,10988,2021-06-13,Email,Standard,4.53
CUS002995,James Wallace,F,76,Married,Student,76000.0,752,Brandonside,Alabama,06171,2022-01-15,Mail,Standard,71.68
CUS002996,Martin Mcdonald,F,28,Married,Unemployed,83000.0,726,Kevinmouth,Arizona,67078,2023-05-06,Mail,Premium,4.66
CUS002997,Lorraine White,F,73,Divorced,Retired,68000.0,601,Smithland,Missouri,83211,2020-10-30,Phone,Standard,72.86
CUS002998,Mrs. Danielle Martin,M,58,Divorced,Retired,34000.0,758,Williamborough,North Dakota,53964,2024-12-20,Phone,Standard,95.71
CUS002999,Nancy Powell,M,44,Divorced,Employed,31000.0,505,Port Danielleshire,Pennsylvania,06866,2021-02-16,Mail,Basic,81.0
CUS003000,Gregg White,F,21,Divorced,Employed,62000.0,691,Heidiside,Georgia,02085,2023-10-13,Phone,Basic,36.32
CUS003001,Michael Walker,M,49,Widowed,Employed,72000.0,817,Nathanton,North Carolina,24017,2023-01-18,Mail,Standard,99.35
CUS003002,Joanna Arroyo,M,84,Married,Unemployed,43000.0,828,Mckayside,Indiana,68257,2023-03-01,Phone,Standard,3.23
CUS003003,Brett Green,M,55,Married,Self-Employed,39000.0,560,Nguyenmouth,Maine,00800,2021-11-12,Email,Premium,25.98
CUS003004,Madeline Schmidt,F,63,Single,Retired,80000.0,436,Bonniefort,Georgia,15419,2022-02-14,Email,Standard,94.63
CUS003005,Debra Richard,M,37,Single,Employed,176000.0,824,East Stephaniemouth,New Mexico,03565,2023-01-14,Email,Standard,33.61
CUS003006,Leonard Stevens,F,46,Married,Unemployed,50000.0,414,New Tammyside,Delaware,63856,2023-11-08,Phone,Standard,73.75
CUS003007,Chad Walter,F,55,Widowed,Unemployed,32000.0,524,Morganmouth,Delaware,92350,2023-08-17,Email,Standard,23.83
CUS003008,James Huffman,F,22,Divorced,Employed,43000.0,500,North Kerrihaven,Connecticut,50364,2022-03-17,Mail,Standard,80.47
CUS003009,Tonya Dominguez,M,41,Married,Employed,33000.0,436,South Anneville,Nebraska,39540,2022-09-18,Email,Premium,79.74
CUS003010,Thomas House,M,32,Single,Self-Employed,34000.0,582,Fisherborough,South Carolina,45800,2024-01-07,Email,Standard,65.19
CUS003011,Devin Burch,F,23,Married,Self-Employed,62000.0,542,West Jennifer,Oklahoma,48109,2022-09-13,Mail,Standard,66.52
CUS003012,Mary Martin,M,18,Single,Employed,202000.0,616,Smithberg,Maryland,25640,2024-07-31,Phone,Standard,23.54
CUS003013,Andrew Stewart,F,50,Divorced,Employed,30000.0,756,Lake Carla,Maine,95009,2024-07-04,Email,Basic,21.7
CUS003014,Nathan Kelly,F,69,Married,Unemployed,50000.0,796,North Emma,Florida,36164,2022-03-12,Email,Standard,30.18
CUS003015,Jeff Taylor,M,70,Single,Employed,40000.0,689,East Kevinton,Hawaii,45592,2020-05-31,Email,Basic,92.06
CUS003016,Robert Barnes,M,64,Single,Employed,73000.0,426,South Rhondaview,New Jersey,68368,2020-06-17,Phone,Basic,15.24
CUS003017,Carlos Wiley,F,61,Single,Employed,38000.0,655,Adammouth,Kentucky,77173,2023-03-03,Email,Premium,7.03
CUS003018,Kevin Smith,M,57,Married,Employed,58000.0,514,West Theresa,Delaware,91746,2020-10-17,Mail,Standard,94.27
CUS003019,Alyssa Todd,F,80,Married,Unemployed,58000.0,662,Williamchester,Indiana,08230,2020-12-12,Phone,Standard,18.17
CUS003020,Annette Jones,F,84,Married,Self-Employed,48000.0,586,Jonesville,Nebraska,10563,2024-06-11,Mail,Standard,82.95
CUS003021,Dylan Carroll,M,55,Married,Employed,69000.0,738,Michaelburgh,North Carolina,92009,2024-03-01,Email,Standard,39.11
CUS003022,Stephen Hampton,F,60,Married,Unemployed,111000.0,397,Laurenland,Alaska,24970,2020-08-21,Email,Premium,84.2
CUS003023,Kristy Blevins,F,63,Single,Student,50000.0,590,Scottshire,South Carolina,80052,2020-05-17,Mail,Standard,19.42
CUS003024,Cynthia Daniel,M,22,Married,Employed,32000.0,431,Elizabethton,West Virginia,60641,2021-03-09,Email,Standard,36.25
CUS003025,Hector Hayes,F,19,Single,Self-Employed,71000.0,777,Gonzaleschester,Montana,99527,2020-05-10,Email,Basic,37.17
CUS003026,Charles Cobb,F,39,Married,Student,54000.0,810,East Rebecca,Oregon,85310,2020-08-31,Phone,Basic,17.89
CUS003027,Tyrone Williams,F,59,Married,Employed,104000.0,519,New Dianamouth,Kentucky,41879,2023-01-15,Email,Standard,4.3
CUS003028,Andrew Roth IV,F,36,Married,Self-Employed,57000.0,459,North Christianshire,Rhode Island,32695,2024-09-26,Mail,Standard,29.32
CUS003029,Mary Walker,F,57,Married,Self-Employed,87000.0,341,Nicoleside,Maine,14212,2020-08-24,Mail,Basic,3.6
CUS003030,David Mills,M,34,Divorced,Retired,75000.0,624,Jennifermouth,Connecticut,94369,2024-02-15,Email,Standard,60.32
CUS003031,Vicki Banks,F,31,Married,Student,62000.0,520,South Sandrafort,Wisconsin,65597,2020-02-02,Email,Basic,57.04
CUS003032,Jamie Harrison,F,61,Married,Student,64000.0,433,Christinaville,Delaware,95956,2024-11-26,Email,Premium,55.99
CUS003033,Christina Crane,M,28,Widowed,Retired,162000.0,551,North Alexanderton,Ohio,19084,2024-01-28,Email,Standard,11.98
CUS003034,William Ruiz PhD,F,18,Married,Employed,77000.0,840,North Tylertown,Missouri,68960,2022-11-16,Phone,Basic,32.53
CUS003035,Shawna Macias,F,69,Divorced,Employed,58000.0,392,Rebeccachester,New Mexico,76314,2021-01-24,Email,Standard,67.88
CUS003036,Emily Ortiz,F,67,Married,Employed,49000.0,532,Mackland,Ohio,14777,2020-04-24,Email,Standard,69.57
CUS003037,Elizabeth Hill,F,70,Divorced,Employed,60000.0,799,East Edwardstad,Kentucky,23258,2020-10-16,Phone,Standard,80.23
CUS003038,Katherine Pruitt,M,77,Married,Student,85000.0,575,Carloschester,Missouri,02596,2024-11-14,Phone,Standard,74.74
CUS003039,Pamela Castillo,F,65,Single,Retired,32000.0,667,South William,Rhode Island,58928,2023-09-01,Email,Standard,64.76
CUS003040,Jeremy Guerra,F,55,Married,Employed,157000.0,725,Shawborough,South Dakota,30973,2022-10-16,Email,Standard,68.5
CUS003041,Yvonne Douglas,F,74,Single,Employed,50000.0,630,Woodardport,South Dakota,16503,2022-10-10,Mail,Premium,19.19
CUS003042,Jason Duran,M,22,Married,Employed,81000.0,815,Bryantland,Vermont,58294,2020-02-18,Phone,Standard,59.11
CUS003043,Scott Summers,F,45,Single,Retired,38000.0,557,Port Hannahmouth,Alabama,58458,2022-10-24,Phone,Standard,11.98
CUS003044,Brian West,F,74,Married,Employed,145000.0,418,Emilyhaven,New Mexico,32850,2020-02-25,Phone,Standard,81.46
CUS003045,Troy Miller,M,50,Married,Employed,110000.0,455,West Toddburgh,Arkansas,92897,2024-08-09,Mail,Standard,36.6
CUS003046,Raymond Hicks,M,83,Widowed,Unemployed,115000.0,816,Danielburgh,New Mexico,26643,2020-06-16,Phone,Basic,10.98
CUS003047,James Cannon,M,51,Married,Employed,116000.0,524,South Sherrichester,New Mexico,55464,2020-05-28,Email,Standard,9.99
CUS003048,Claire Meyer,F,78,Married,Employed,56000.0,582,East Joville,Virginia,50617,2023-10-04,Mail,Standard,15.82
CUS003049,Kevin Jones,F,18,Single,Employed,121000.0,616,Lake Tinastad,Connecticut,40723,2024-02-14,Mail,Premium,31.1
CUS003050,Kelly Sims MD,F,58,Married,Unemployed,177000.0,823,Port Stevenborough,New Hampshire,22884,2020-11-14,Phone,Standard,5.55
CUS003051,Jennifer Garrett,M,67,Single,Employed,198000.0,794,Port Markton,Oregon,19252,2021-03-06,Email,Premium,48.4
CUS003052,Karen Sanchez,M,33,Married,Unemployed,114000.0,598,Gouldhaven,Iowa,29962,2023-04-10,Email,Premium,58.85
CUS003053,Cody Nguyen,F,57,Married,Employed,50000.0,716,Lake Alexander,Indiana,36459,2023-09-18,Phone,Standard,89.34
CUS003054,Theresa Bell,F,24,Single,Self-Employed,59000.0,582,Lisastad,Wyoming,14896,2022-07-16,Mail,Premium,85.44
CUS003055,Angela Campos,F,20,Married,Employed,63000.0,766,South Rebeccafort,Oklahoma,64885,2021-05-14,Phone,Standard,39.16
CUS003056,Dr. Frederick Bowers,F,45,Married,Employed,31000.0,840,North Melissa,Nevada,67394,2021-01-24,Phone,Standard,48.7
CUS003057,Isabella Maldonado,F,82,Married,Employed,173000.0,621,Melanieberg,Texas,93910,2021-12-05,Phone,Premium,68.94
CUS003058,Sarah Rhodes,F,37,Single,Employed,63000.0,656,Toddfurt,Connecticut,18460,2024-03-12,Mail,Premium,46.87
CUS003059,Jason Garcia,M,64,Single,Employed,96000.0,390,New William,Missouri,18282,2021-09-16,Email,Standard,85.71
CUS003060,Heather Jefferson,M,78,Married,Employed,64000.0,534,Christinestad,South Dakota,48866,2022-02-24,Phone,Standard,60.8
CUS003061,Eric Carroll,M,71,Single,Unemployed,100000.0,503,Michelleville,Colorado,82536,2022-04-21,Email,Standard,34.22
CUS003062,William Combs,F,80,Married,Employed,52000.0,765,Fishershire,New York,51157,2022-08-12,Mail,Basic,79.28
CUS003063,Cassandra Daniel,F,80,Single,Employed,98000.0,400,Thompsonburgh,Tennessee,37780,2021-03-28,Phone,Premium,27.95
CUS003064,Brian Kim,M,54,Married,Employed,39000.0,515,Monicachester,Kentucky,67917,2022-09-16,Email,Basic,46.22
CUS003065,Timothy Adams,F,52,Single,Self-Employed,51000.0,416,Jamiefurt,Louisiana,95802,2021-09-29,Mail,Premium,35.54
CUS003066,Megan Stewart,F,34,Single,Unemployed,77000.0,772,East Jeffreystad,California,01283,2021-09-23,Email,Basic,56.12
CUS003067,Kristin Lane,F,31,Married,Employed,167000.0,709,New Allison,New Hampshire,35706,2021-01-04,Email,Basic,88.04
CUS003068,James Sims,F,20,Married,Employed,48000.0,480,East Lisaburgh,New Mexico,65035,2022-08-18,Email,Basic,41.64
CUS003069,Russell Lee,M,35,Single,Employed,94000.0,515,Moralesmouth,Georgia,83739,2023-08-27,Email,Standard,88.2
CUS003070,Richard Reeves,M,59,Married,Employed,32000.0,329,Daniellebury,Wyoming,48646,2023-10-29,Email,Premium,94.83
CUS003071,William Gilbert,F,22,Single,Employed,31000.0,376,Moorebury,South Dakota,56881,2020-12-10,Email,Standard,92.66
CUS003072,John Gibbs,M,59,Married,Unemployed,144000.0,417,Briantown,Mississippi,21322,2021-01-23,Phone,Standard,20.88
CUS003073,Felicia Gonzalez,F,70,Married,Employed,112000.0,539,Elizabethfort,Maryland,16300,2020-10-30,Phone,Standard,99.49
CUS003074,Erin Gibson,M,72,Married,Self-Employed,38000.0,555,Port Martinbury,Mississippi,78471,2022-08-25,Email,Standard,98.74
CUS003075,Felicia Zuniga,F,46,Single,Employed,30000.0,740,North Diana,Nevada,49388,2024-09-23,Email,Standard,54.62
CUS003076,Joshua Phillips,F,66,Single,Employed,42000.0,662,Lake Jesse,Michigan,07265,2024-03-31,Mail,Premium,40.25
CUS003077,Jon Valdez,F,21,Divorced,Employed,33000.0,335,Lake Tammytown,Nebraska,61151,2023-10-21,Mail,Basic,95.36
CUS003078,Amanda Graves,F,30,Divorced,Employed,96000.0,456,Jamesfurt,Ohio,25917,2021-07-09,Mail,Premium,41.45
CUS003079,Mary Moore,M,56,Married,Employed,116000.0,485,West Reginatown,New Jersey,23535,2022-05-08,Mail,Standard,1.02
CUS003080,Michael Lane,M,43,Single,Employed,146000.0,462,East Kenneth,Kansas,51392,2023-11-27,Email,Basic,87.44
CUS003081,Kristie Turner,F,46,Married,Employed,70000.0,458,South Victortown,Hawaii,75855,2020-12-14,Mail,Premium,94.24
CUS003082,Brandon Edwards,F,76,Married,Employed,486000.0,751,East Andrewfurt,Tennessee,16712,2020-03-19,Phone,Standard,57.45
CUS003083,Angela Morgan,F,32,Married,Unemployed,47000.0,479,East Michaelburgh,Wisconsin,02069,2024-09-12,Phone,Basic,2.34
CUS003084,Jeffery Allen,M,75,Single,Employed,145000.0,528,Sarahside,Alabama,48281,2024-04-07,Email,Standard,84.93
CUS003085,Danny Park,M,32,Divorced,Employed,31000.0,826,Chelseabury,Ohio,29347,2023-03-08,Email,Standard,63.82
CUS003086,Lauren Mitchell,F,53,Widowed,Employed,38000.0,776,New Preston,California,19572,2023-02-28,Phone,Basic,55.19
CUS003087,Nathan Alexander,F,82,Single,Employed,57000.0,673,Bridgetmouth,Texas,55851,2022-07-25,Phone,Premium,83.8
CUS003088,Aaron Griffin,M,43,Divorced,Employed,50000.0,807,Allisontown,Indiana,39694,2023-03-12,Phone,Basic,48.73
CUS003089,April Osborne,F,36,Married,Employed,44000.0,498,Hopkinsfort,Pennsylvania,24063,2024-11-28,Mail,Basic,40.96
CUS003090,Veronica Newton,M,65,Single,Retired,114000.0,794,East Jamesshire,Iowa,11128,2020-06-03,Email,Standard,74.94
CUS003091,Karen Fitzgerald,M,59,Married,Employed,74000.0,698,Rogersville,Utah,47412,2024-11-04,Mail,Standard,63.43
CUS003092,Tammy Banks,M,69,Married,Employed,44000.0,737,South Davidburgh,Hawaii,63713,2024-11-30,Phone,Standard,41.72
CUS003093,Michael Sims,M,69,Married,Retired,155000.0,655,North Davidport,Kansas,70433,2022-04-04,Mail,Standard,30.61
CUS003094,Patricia Patel,M,71,Married,Retired,75000.0,766,Aaronmouth,Wisconsin,77095,2022-01-31,Email,Premium,96.43
CUS003095,Jesse Phelps,M,73,Single,Employed,190000.0,833,North Tina,South Dakota,86505,2022-06-22,Mail,Standard,42.47
CUS003096,April Hale,M,53,Married,Employed,119000.0,666,West Joseburgh,South Dakota,77744,2021-07-22,Email,Standard,94.76
CUS003097,Anthony Rodriguez,F,50,Married,Unemployed,63000.0,467,Ryanmouth,Nebraska,02902,2021-12-01,Phone,Basic,7.14
CUS003098,Emily Franco,F,27,Single,Employed,32000.0,483,North Michael,Alabama,04604,2024-09-01,Mail,Standard,84.95
CUS003099,Kristen Parker,M,72,Married,Employed,117000.0,759,New Darleneville,Alabama,81021,2023-11-10,Phone,Standard,28.7
CUS003100,Crystal Clark,M,24,Married,Student,51000.0,804,Lake Thomas,Utah,19465,2021-06-30,Phone,Basic,53.18
CUS003101,Jennifer Burton,M,27,Married,Self-Employed,35000.0,754,Lake Caleb,Virginia,95269,2022-10-22,Email,Standard,51.47
CUS003102,Annette Johnson,M,66,Married,Self-Employed,224000.0,395,Robertstad,Arizona,27731,2021-09-18,Mail,Premium,96.35
CUS003103,Marc Williams,M,47,Single,Employed,152000.0,672,South Sabrinamouth,Alaska,80245,2022-06-16,Mail,Basic,45.36
CUS003104,Stephen Johnson,M,24,Single,Employed,49000.0,485,Murphymouth,Virginia,30485,2024-04-11,Phone,Basic,85.9
CUS003105,Jeffrey Garcia,M,75,Married,Employed,109000.0,465,West Kelly,New York,13861,2021-01-28,Phone,Standard,26.66
CUS003106,Matthew Rogers,F,46,Married,Employed,160000.0,669,Port Ryantown,Virginia,74171,2023-02-14,Email,Premium,3.76
CUS003107,Dana Smith,F,65,Single,Employed,141000.0,537,Lake Amberborough,Montana,33301,2021-09-02,Phone,Premium,51.62
CUS003108,Sherry Jones,F,40,Married,Self-Employed,71000.0,728,New Rachaelton,Texas,92074,2020-10-09,Email,Standard,58.8
CUS003109,Austin Vargas,M,63,Married,Employed,36000.0,762,Stanleyshire,Alabama,98393,2021-07-23,Email,Standard,60.9
CUS003110,Marcus Thompson,F,65,Married,Retired,92000.0,438,West Moniqueville,Delaware,49281,2021-11-13,Email,Premium,13.36
CUS003111,Travis Henson,M,72,Divorced,Retired,60000.0,786,Lake Michael,Kansas,79816,2022-06-09,Phone,Standard,17.73
CUS003112,Patricia Ruiz,M,72,Single,Self-Employed,34000.0,826,Mcleanside,Utah,09344,2021-09-19,Phone,Premium,33.97
CUS003113,Craig Hunter,M,26,Single,Employed,33000.0,447,New Jenniferstad,Iowa,14707,2020-11-02,Phone,Premium,43.39
CUS003114,Timothy Harper,M,48,Divorced,Employed,44000.0,506,East Thomas,Alabama,02743,2021-09-15,Email,Premium,32.92
CUS003115,Diane Ryan,M,45,Single,Self-Employed,69000.0,694,Port Steven,Indiana,16127,2024-05-28,Email,Premium,76.46
CUS003116,Connie Odom,M,53,Married,Employed,33000.0,506,Lake Chadmouth,Michigan,46722,2023-08-07,Email,Standard,27.25
CUS003117,Michael Jones,M,22,Married,Employed,160000.0,510,Crystalbury,California,40591,2022-04-15,Email,Basic,58.4
CUS003118,Mr. Scott Fitzpatrick,F,71,Married,Employed,125000.0,607,West Adam,South Carolina,73935,2020-03-05,Phone,Basic,63.67
CUS003119,Jasmine Phillips,M,56,Divorced,Student,76000.0,406,Caitlynhaven,Missouri,05554,2021-10-16,Phone,Standard,84.04
CUS003120,James Mullen,M,28,Married,Retired,63000.0,847,Brittanyfurt,Nevada,80349,2020-07-08,Email,Basic,62.24
CUS003121,Isabella Brooks,F,75,Single,Employed,77000.0,670,New Chad,Wyoming,67883,2024-01-02,Phone,Standard,63.76
CUS003122,William Warren,F,50,Divorced,Employed,60000.0,794,New Ambershire,Virginia,33500,2023-02-01,Email,Standard,2.34
CUS003123,Kenneth Barr,F,51,Married,Employed,110000.0,666,Danieltown,New Jersey,67728,2023-06-30,Mail,Standard,77.22
CUS003124,Brian Weaver,F,51,Married,Employed,39000.0,526,Port Mark,Utah,73752,2022-09-04,Email,Standard,76.76
CUS003125,Bethany Miller,M,43,Single,Retired,72000.0,415,New Anna,Iowa,85169,2021-09-22,Mail,Premium,88.69
CUS003126,Vanessa Jones,F,47,Single,Self-Employed,34000.0,819,Ryanburgh,Hawaii,78334,2023-01-26,Phone,Premium,41.66
CUS003127,Matthew Wheeler,M,68,Single,Employed,115000.0,412,Lake Maria,Wisconsin,16511,2021-03-29,Phone,Basic,65.87
CUS003128,Mary Myers,F,70,Single,Employed,43000.0,322,Stewartmouth,Colorado,57382,2023-04-20,Email,Standard,38.29
CUS003129,Denise Gutierrez,F,44,Married,Student,73000.0,723,Padillaport,Arizona,86072,2023-03-31,Mail,Premium,10.36
CUS003130,Marc Cannon,M,46,Single,Student,51000.0,454,New Debra,Delaware,70536,2023-08-27,Mail,Basic,18.77
CUS003131,Amanda English,F,49,Married,Employed,167000.0,840,New Cindyview,Hawaii,67097,2023-12-25,Email,Basic,73.66
CUS003132,Lisa Hunt,F,69,Married,Employed,74000.0,592,New Kayla,Colorado,74167,2020-02-17,Phone,Standard,57.87
CUS003133,Nicole Garcia,M,81,Married,Employed,34000.0,465,Phelpsland,Kentucky,30370,2023-12-27,Email,Basic,30.79
CUS003134,Russell Ross,M,27,Single,Employed,156000.0,629,Port Christian,Kansas,71532,2020-11-02,Phone,Premium,60.58
CUS003135,Daniel Schroeder,F,54,Divorced,Student,238000.0,585,West Heather,South Dakota,37256,2022-05-25,Phone,Standard,75.27
CUS003136,Cynthia Stevens,F,54,Single,Unemployed,48000.0,606,Lake Michaelbury,Pennsylvania,35132,2020-08-31,Email,Standard,60.75
CUS003137,Yolanda Williams,M,42,Married,Employed,42000.0,457,East Michelleberg,Florida,26758,2024-06-06,Email,Standard,81.84
CUS003138,Hannah Mendoza MD,F,79,Married,Retired,125000.0,479,Port Selenaburgh,Maryland,72330,2022-06-15,Mail,Standard,83.3
CUS003139,Bryan Johnson,M,73,Married,Self-Employed,65000.0,427,Robertsonborough,South Carolina,37270,2021-04-15,Phone,Standard,39.66
CUS003140,Lindsey Taylor,M,18,Single,Employed,80000.0,791,New Dennis,Michigan,65679,2024-02-13,Mail,Premium,72.51
CUS003141,Angela Jordan,M,30,Married,Employed,117000.0,721,Smithborough,Maryland,57032,2024-01-14,Mail,Standard,32.15
CUS003142,William Neal,M,55,Married,Employed,117000.0,537,South Elizabeth,Wyoming,01850,2021-09-15,Email,Basic,14.86
CUS003143,Robert Wheeler,M,75,Single,Employed,78000.0,648,New Jamesside,Missouri,14823,2021-06-27,Email,Basic,24.06
CUS003144,Walter Mosley,M,76,Widowed,Employed,97000.0,709,South Debratown,Minnesota,32647,2023-04-17,Email,Premium,70.52
CUS003145,Cody Macdonald,M,67,Married,Employed,69000.0,710,West Michelle,Mississippi,54829,2023-02-24,Phone,Basic,39.49
CUS003146,Jessica Hanson,M,64,Single,Employed,48000.0,744,South Jeffberg,Kansas,17617,2020-09-04,Phone,Standard,58.26
CUS003147,Elizabeth Moore,F,61,Single,Employed,31000.0,410,Simmonsshire,Nebraska,64076,2024-11-21,Phone,Standard,56.49
CUS003148,Logan Lam,F,20,Married,Employed,56000.0,649,East Stacey,Alabama,82278,2023-05-06,Phone,Basic,45.77
CUS003149,Brianna Mullins,M,54,Married,Student,54000.0,321,Brownhaven,South Dakota,52907,2020-04-15,Email,Basic,61.18
